split,class_name,label_kind,image_path,image_stem,num_felz_variants,chosen_variant,felz_raw_path,felz_boundary_path,felz_colored_path,felz_info_path
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_388.JPG,HLTY_388,1,HLTY_388_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_388_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_388_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_388_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_388_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_389.JPG,HLTY_389,1,HLTY_389_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_389_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_389_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_389_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_389_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_39.JPG,HLTY_39,1,HLTY_39_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_39_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_39_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_39_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_39_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_391.JPG,HLTY_391,1,HLTY_391_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_391_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_391_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_391_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_391_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_392.JPG,HLTY_392,1,HLTY_392_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_392_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_392_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_392_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_392_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_393.JPG,HLTY_393,1,HLTY_393_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_393_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_393_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_393_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_393_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_394.JPG,HLTY_394,1,HLTY_394_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_394_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_394_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_394_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_394_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_395.JPG,HLTY_395,1,HLTY_395_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_395_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_395_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_395_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_395_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_396.JPG,HLTY_396,1,HLTY_396_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_396_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_396_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_396_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_396_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_397.JPG,HLTY_397,1,HLTY_397_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_397_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_397_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_397_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_397_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_398.JPG,HLTY_398,1,HLTY_398_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_398_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_398_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_398_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_398_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_399.JPG,HLTY_399,1,HLTY_399_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_399_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_399_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_399_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_399_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_4.JPG,HLTY_4,1,HLTY_4_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_4_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_4_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_4_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_4_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_40.JPG,HLTY_40,1,HLTY_40_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_40_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_40_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_40_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_40_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_400.JPG,HLTY_400,1,HLTY_400_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_400_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_400_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_400_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_400_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_401.JPG,HLTY_401,1,HLTY_401_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_401_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_401_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_401_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_401_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_402.JPG,HLTY_402,1,HLTY_402_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_402_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_402_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_402_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_402_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_404.JPG,HLTY_404,1,HLTY_404_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_404_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_404_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_404_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_404_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_406.JPG,HLTY_406,1,HLTY_406_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_406_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_406_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_406_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_406_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_407.JPG,HLTY_407,1,HLTY_407_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_407_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_407_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_407_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_407_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_409.JPG,HLTY_409,1,HLTY_409_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_409_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_409_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_409_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_409_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_41.JPG,HLTY_41,1,HLTY_41_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_41_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_41_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_41_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_41_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_410.JPG,HLTY_410,1,HLTY_410_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_410_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_410_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_410_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_410_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_411.JPG,HLTY_411,1,HLTY_411_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_411_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_411_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_411_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_411_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_412.JPG,HLTY_412,1,HLTY_412_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_412_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_412_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_412_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_412_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_413.JPG,HLTY_413,1,HLTY_413_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_413_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_413_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_413_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_413_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_414.JPG,HLTY_414,1,HLTY_414_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_414_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_414_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_414_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_414_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_415.JPG,HLTY_415,1,HLTY_415_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_415_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_415_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_415_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_415_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_416.JPG,HLTY_416,1,HLTY_416_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_416_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_416_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_416_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_416_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_417.JPG,HLTY_417,1,HLTY_417_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_417_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_417_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_417_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_417_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_42.JPG,HLTY_42,1,HLTY_42_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_42_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_42_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_42_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_42_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_421.JPG,HLTY_421,1,HLTY_421_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_421_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_421_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_421_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_421_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_422.JPG,HLTY_422,1,HLTY_422_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_422_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_422_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_422_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_422_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_423.JPG,HLTY_423,1,HLTY_423_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_423_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_423_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_423_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_423_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_426.JPG,HLTY_426,1,HLTY_426_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_426_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_426_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_426_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_426_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_427.JPG,HLTY_427,1,HLTY_427_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_427_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_427_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_427_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_427_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_428.JPG,HLTY_428,1,HLTY_428_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_428_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_428_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_428_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_428_s80_0_sg0_5_ms20_info.txt
train,HLTY,healthy,D:\gemma4\segmentation_lattuce-desease\Roboflow_Dataset\train\HLTY\HLTY_429.JPG,HLTY_429,1,HLTY_429_s80_0_sg0_5_ms20,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_429_s80_0_sg0_5_ms20_raw.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_429_s80_0_sg0_5_ms20_boundary.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_429_s80_0_sg0_5_ms20_colored.png,D:\gemma4\segmentation_lattuce-desease\felzenszwalb_masks_output\train\HLTY\HLTY_429_s80_0_sg0_5_ms20_info.txt
